,title,url,review
38,Good Joe Bell,https://www.imdb.com/title/tt4651466/reviews?ref_=ttls_li_tt,"Joe Bell's (Mark Wahlberg) son Jadin (Reid Miller) was bullied at school in Oregon for being gay and killed himself. Joe decides to walk across America and give talks at High School to raise awareness. Joe talks to his dead son along the way. He feels guilty for his death because he never told his son it was okay. Joe's is a very bad public speaker with a message that seemed like ""Bullying is bad, M'kay."" He does better witnessing one on one or in small groups. The film was suddenly cut short. Note to self: Better to fly across America. Very depressing and boring.Guide: F-word. No sex or nudity."
39,Knocking,https://www.imdb.com/title/tt10928086/reviews?ref_=ttls_li_tt,"After leaving a tragic accident - the film begins with our heroine embracing her girlfriend who runs into the water and is never seen again - and a stay at the mental hospital, Molly moves into a new apartment where a strange knocking keeps on getting louder and louder. No one else can hear it. And it's not going away.Adapted from a novel by Johan Theorin, this movie lives and dies by the intense performance of lead Cecilia Milocco and the so tight you're face-to-face cinematography of Hannes Krantz. The tension keeps increasing and much like so many ""is it supernatural or mental illness"" movies, the questions keep increasing as Molly begins taking increasing risks to determine where the knocking and sobbing is coming from.At just 78 minutes, this is a short film that nearly begs for even more time and it's rare that I feel that way. The end just arrives after the slowest of builds, but I've been obsessed with the moments that exist between waiting for something to happen and the actual second that everything changes."
40,Injustice,https://www.imdb.com/title/tt5012504/reviews?ref_=ttls_li_tt,"Normally I am not a fan of the 'what if' takes on already established comic characters, and I didn't know what the 2021 DC animated feature ""Injustice"" was one such story. But still, I opted to sit down to watch it with my son, as he enjoys superheroes. Whereas I can watch movies with superheroes, but it is not my first choice, as I find superheroes a bit bland.Writers Ernie Altbacker and Tom Taylor actually managed to put together an entertaining storyline. Sure, it was generic in terms of something like this has been seen and done before, many times over. But the storyline told in ""Injustice"" actually proved interesting given the deaths of villains and superheroes alike, as well as the sheer amount of violence and fighting that took place.The art style in ""Injustice"" was good and fluid, and that definitely added to the overall enjoyment of the whole thing. There was a slight touch of good old 1980s cartoon over it, while it managed to be fresh and modern, without it succumbing into a child-like art style, such as seen in the ""Teen Titans Go"" and such.With ""Injustice"" being an animated feature, then having a good voice acting ensemble is alpha and omega. And luckily they had a great ensemble put together for performing the voices for this animated movie. I didn't recognize a single voice though, and having looked through the cast list after the movie ended, I wasn't really familiar with a single performer, for better or worse.""Injustice"" actually turned out to be a nice surprise, and certainly one of the more enjoyable of DC animated movies, if you ask me. I liked the dark and gritty feel it had, the violence and mayhem, and the fact that it was aimed at an adult audience.My rating of ""Injustice"" lands on a six out of ten stars."
41,"Introducing, Selma Blair",https://www.imdb.com/title/tt14030526/reviews?ref_=ttls_li_tt,"SXSW 2021
Greetings again from the darkness. Whether it's navigating the stairs on all fours, getting a boost up to the saddle of her beloved horse, or showing off her glittery turbans and walking canes, the showmanship of actress Selma Blair seems ever-present despite the severe effects of her Multiple Sclerosis (MS). Documentarian Rachel Fleit films the daily challenges faced by Ms. Blair as she comes to grips with the disease and its impact on her career, her life, and her ability to raise her son.You likely recognize Selma Blair from her most popular movies, CRUEL INTENTIONS (1999) and LEGALLY BLONDE (2001). She admits to viewing herself as a supporting actor, rather than a star, but with 80 screen credits over 25 years, she's certainly worked consistently. But here we see her daily physical and emotional struggles, though her sense of humor is present except for the darkest moments. Cracking wise about Kim Kardashian or Norma Desmond (SUNSET BLVD), and never hesitating to ensure her cane serves the dual purpose of fashion accessory, Ms. Blair keeps us constantly guessing as to whether she is serving up raw emotions or her best performance in the moment.We can easily forgive her if a bit of her good humor is an act. It seems clear the film is designed to be a ""gift"" to her young son Arthur, should her life be cut short. Early on, we witness an MS episode when the stimulus gets to be too much. Her physical contortions and impaired speech are difficult to watch, but necessary for us to fully understand the brutality of the disease.Half of the film is dedicated to her decision to seek stem cell treatment. The process is long and arduous, and we are spared much of the worst that she experiences. Still, it's a weeks-long cycle followed by a two year recovery, with no guarantee of improvement. In fact, no miracle cure or recovery occurs, and Ms. Blair initially seems shocked that she has two years of recovery ahead. It's difficult to believe she had not previously been informed.Selma Blair's slogan, ""We have so much time to be dead"", is a terrific message and she's to be commended and respected for opening up her challenges to the camera. It's hopeful that her willingness to do so will help others, while also educating those unfamiliar with this disease. Mommy issues and extra drama aside, this film is quite something to experience."
42,The Suicide Squad,https://www.imdb.com/title/tt6334354/reviews?ref_=ttls_li_tt,"Harley Quinn (Margot Robbie) is back with the Suicide Squad. Amanda Waller (Viola Davis) blackmails Bloodsport (Idris Elba) onto the team. Along with Peacemaker (John Cena), Ratcatcher 2, Polka-Dot Man, King Shark (Sylvester Stallone), and Colonel Rick Flag (Joel Kinnaman), the group is tasked with infiltrating the island state of Corto Maltese after a military coup to take out an alien starfish.This is a sequel to Suicide Squad (2016). James Gunn takes over as writer and director. It has all of his irreverent style. It is fun, colorful, and violent. It's a candy-coated punch in the face and kiss on the cheeks. It's very enjoyable and an improvement from the first movie. There is an issue with this franchise. The group is not stable. The only constant is probably going to be Amanda Waller and nobody likes her. Harley Quinn has been in both movies but her public pull is still in doubt. It makes it hard to build a continuing narrative for the franchise. This is a great stand-alone movie although the franchise is a different question."
43,Don't Breathe 2,https://www.imdb.com/title/tt6246322/reviews?ref_=ttls_li_tt,It's 8 years after the first movie. The original house has been burnt down. The Blind Man (Stephen Lang) is raising young Phoenix (Madelyn Grace) in a different isolated house. He's overly protective. A creepy man takes an interest in Phoenix and follows her back home with his gang of thugs.I don't mind the first half of the movie. It's interesting to see the story from the other side. I don't like the revelations in the second half of the movie. They are either too convenient or too unlikely. Why can't he just be a creepy child trafficker? The other issue is that the story should stay in that house. The Blind Man should have a way to turn off all the lights in his own home. I really like sneaking around although I don't know how long that could last. I'd rather find out than doing what this movie does in the second half.
44,Stillwater,https://www.imdb.com/title/tt10696896/reviews?ref_=ttls_li_tt,"Bill Baker (Matt Damon) is one of the struggling underclass living in Stillwater, Oklahoma. His oil rig job is gone and he's doing a lowly cleanup job after a tornado. He's respectful to everybody, has two guns, and prays before every meal. Money is tight. He was a bad absentee father but he travels to Marseille, France to visit his daughter Allison (Abigail Breslin) who is in prison for murdering her girlfriend. She claims to be innocent. Bill has a suspect but no one is willing to help. He befriends a young girl named Maya and her mother Virginie (Camille Cottin) helps him as his translator.First, the elephant in the room is the complaint by Amanda Knox. She's entitled to her feelings and I'm sure that it feels bad to have other people take advantage of her story. While this story has some similarities, there are big differences from her story. In addition, this is the father's story more than the daughter's story. Amanda may feel exploited but at best, she is the starting inspiration for the writing of this story.The most compelling aspect is to make this MAGAian character as a sympathetic lead. The world is grinding him down but he still struggles on. He is Sisyphus. Their mantra becomes Life is Brutal. For the movie's first 2/3, his struggling to save his daughter is very compelling. His friendship with Maya is very sweet. The better way to wrap this up would be a sweet tragic turn with Maya. The turn it actually does is too convenient, too setup by the movie, and the movie had moved on. It clashes but I'm willing to live with it until the further twist comes. The twist is a real problem and it retroactively destroys some of the movie's first 2/3. Breslin would be acting differently and her explanation is a little light. It screws up an otherwise great movie."
45,New Amsterdam,https://www.imdb.com/title/tt7817340/reviews?ref_=ttls_li_tt,"Wow, Mrs. Shullivan and I binged watch the first four (4) episodes of this new TV medical drama series. Of course it is inspirational as well as brimming with emotional storylines in which the majority of the medical professionals are in their mid-30s including the new hire administrator of the New Amsterdam hospital. a doctor named Dr. Max Goodwin (Ryan Eggold).We haven't seen even a tinge of any humor in this TV series to lighten the mood at New Amsterdam. No, quite the contrary, the gas pedal is floor to the metal, as there are quite a few miraculous diagnosis and lengthy Operation Room surgeries and unlike any medical emergency hospital I have ever seen, no one ever gets a bill for their life saving surgery. I have sometimes fallen into a dream sequence reminiscent of all the teary eye miracles and goodwill emphasized on another inspirational TV series, that being Touched by an Angel, 1994-2003.Okay, okay, the results are not real miracles at the New Amsterdam hospital but we can all dream can't we?"
46,On the Rocks,https://www.imdb.com/title/tt9606374/reviews?ref_=ttls_li_tt,"This very recently became available on Apple TV so my wife and I watched it as soon as it did, streaming via Roku.This is your basic dad and adult daughter caper, she is happily married with two kids in New York but feeling a bit underappreciated by her hard working husband. When she shares an incident with her dad he decides the husband must be cheating and sets out to have him followed. The two of them even follow him to Mexico where he is traveling for business.The dad is wealthy playboy Felix, played by 70-ish Bill Murray and he does it well. The daughter is 44-ish Rashida Jones as Laura, an author unable to get unstuck. Her husband is played well by 48-ish Marlon Wayans as Dean. While the movie in general is executed well and the acting appropriate, I found the story a bit too far-fetched and thus had trouble getting into it. My reaction when it was over was sort of ""so what?""Just a very inconsequential movie that is somewhat entertaining."
47,Skull: The Mask,https://www.imdb.com/title/tt8447170/reviews?ref_=ttls_li_tt,"A low budget supernatural slasher flick from Brazil, SKULL sees an ancient executioner mask coming back to the present day, where it possesses one of its victims and goes on a killing spree. That's all the plot you're getting in this dark and grimy production which goes for all-out constant gore and ends up numbing the viewer not long in. It's a little like the HATCHET films in their single-minded determination to deliver kill after kill, and it is excessively gory, but these days I like something a little more than that from my horror."
48,Walker,https://www.imdb.com/title/tt11006642/reviews?ref_=ttls_li_tt,"This is not really a re-boot of the 1993 long-running TV series ""Walker, Texas Ranger"", with Chuck Norris. Instead it is a ""re-imagining"" of the same character, younger and with children. The old Walker was always at the top of his game, this Walker often seems confused as to what his game really is.Jared Padalecki (also Producer) doesn't bring the same set of skills that Norris did but is a San Antonio native and at 38 is a bit younger than Norris was. He is a good-looking young man but his acting chops are a bit suspect for this kind of role. He must learn the difficult art of being a single parent to two teens. After several episodes my wife and I have a very lukewarm feeling about the series. Something about it doesn't quite feel genuine.Some have questioned the hats. It is an integral part of the uniform for Texas Rangers. To be dressed appropriately, Rangers are required to wear a western hat, a dress shirt, a tie, a dress coat, appropriate pants, western belt, western boots, and the official Texas Ranger badge pinned above the left shirt pocket. An approved handgun should be worn in a waist holster at all times.So my synopsis is ... interesting start, but it is slow to develop much impact, we might quit watching it every week. Once you focus on the fact that stories like this are fictional, just a product of the writer's mind, you keep watching because the characters are interesting and here they aren't that interesting."
49,Warning,https://www.imdb.com/title/tt8956324/reviews?ref_=ttls_li_tt,"The story takes place in the near future or so. Thunder Storms are disrupting life and some electronics that humans rely upon. An astronaut (Thomas Jane) and not a robot is attempting to repair a satellite when an electronic buzz blows him back and appears to disrupt the satellite. Meanwhile storm clouds continue in outer space around the planet. We follow a number of disconnected lives on the planet and their relationship with technology. We discover some folks can live forever, while others can not. Androids are used for companions.The ending brings things together, but not too well. There is a message somewhere in all of this, the problem being there are too many messages and they are confused.Guide: F-word. Sex. Brief nudity (Garance Marillier)"
50,Good Witch,https://www.imdb.com/title/tt3906732/reviews?ref_=ttls_li_tt,"This is sort of a 'Sabrina' meets 'Gilmore Girls' Hallmark show that's passable, it's enjoyable enough, but didn't do a lot for me."
51,Snakehead,https://www.imdb.com/title/tt4181232/reviews?ref_=ttls_li_tt,"Now, I wasn't really sure what I was in for here, as I sat down to watch the 2021 movie ""Snakehead"". But still, with ""Snakehead"" being a movie that I hadn't already seen, of course I found the time to sit down to watch it.And as it happens to turn out, then ""Snakehead"" was actually rather enjoyable. Writer and director Evan Jackson Leong managed to put together a very interesting and entertaining storyline where there were many ups and downs along the way, making it a non-linear ride. And Evan Jackson Leong also managed to put together a group of interesting and very detailed characters, along with some good and believable dialogue. And I will say that it was nice to see the writer and director take an alternate approach to showcasing human trafficking and a crime syndicate in China Town.So yeah, I was genuinely entertained by what ""Snakehead"" delivered.It should be noted that the movie's cover is very much reminiscent of an 1990s action movie, which sort of is presenting a wrong presentation of the movie. So don't let the movie slide your interest just because of the cover.The movie has an all-together impressive ensemble of casted actors and actresses. The movie was especially nicely carried by the performances of Shuya Chang (playing Sister Tse) and Jade Wu (playing Dai Mah). But also with the likes of Sung Kang and Yacine Djoumbaye, then you are in for an entertaining movie with good performances.While ""Snakehead"" is listed as an action crime drama, which it essentially is, the main focus of the movie is the crime and the drama, whereas the action is just an added layer.I can warmly recommend that you sit down to watch ""Snakehead"", if you have the chance. I was genuinely entertained by it, and it turned out to be a movie that sinks in under the skin.My rating of ""Snakehead"" lands on a six out of ten stars."
